"sku_id","article","brand","category","units_sold","revenue","profit","margin_percent"
3593,"ДЕТ-003593","ДетиПоносят","Комбинезоны",14,88580.0,40864.4,46.13
96,"ДЕТ-000096","ДетиНосят","Худи",33,76380.0,23922.6,31.32
3909,"ДЕТ-003909","ДетиНеВыносят","Пижамы",4,32080.0,10152.0,31.65
3569,"ДЕТ-003569","ДетиНеВыносят","Худи",90,98730.0,27858.6,28.22
261,"ДЕТ-000261","ДетиНеВыносят","Пижамы",85,451180.0,147862.6,32.77
4912,"ДЕТ-004912","ДетиНосят","Худи",71,430310.0,144241.0,33.52
4629,"ДЕТ-004629","ДетиНосят","Худи",39,219710.0,101616.2,46.25
4153,"ДЕТ-004153","ДетиПоносят","Комбинезоны",24,220840.0,104004.0,47.09
3738,"ДЕТ-003738","ДетиНосят","Штаны",44,341030.0,194991.0,57.18
3662,"ДЕТ-003662","ДетиНеВыносят","Футболки",74,364870.0,100651.4,27.59
1204,"ДЕТ-001204","ДетиПоносят","Пижамы",77,425650.0,175090.0,41.13
3703,"ДЕТ-003703","ДетиПоносят","Пижамы",94,284910.0,92944.0,32.62
1152,"ДЕТ-001152","ДетиНеВыносят","Пижамы",181,402170.0,131867.0,32.79
4650,"ДЕТ-004650","ДетиНосят","Худи",34,192470.0,104509.0,54.30
568,"ДЕТ-000568","ДетиНосят","Пижамы",49,33090.0,6958.5,21.03
3036,"ДЕТ-003036","ДетиНеВыносят","Куртки",23,27220.0,4971.0,18.26
2410,"ДЕТ-002410","ДетиНеВыносят","Комбинезоны",123,180930.0,47502.6,26.25
668,"ДЕТ-000668","ДетиНеВыносят","Пижамы",110,443880.0,194251.6,43.76
3952,"ДЕТ-003952","ДетиПоносят","Футболки",103,586170.0,203383.4,34.70
1658,"ДЕТ-001658","ДетиПоносят","Футболки",121,345740.0,164859.2,47.68
3374,"ДЕТ-003374","ДетиНеВыносят","Пижамы",91,172370.0,58426.5,33.90
3840,"ДЕТ-003840","ДетиПоносят","Штаны",31,258370.0,132473.5,51.27
4148,"ДЕТ-004148","ДетиНеВыносят","Комбинезоны",28,226790.0,98664.0,43.50
3134,"ДЕТ-003134","ДетиПоносят","Пижамы",5,47200.0,18869.0,39.98
2797,"ДЕТ-002797","ДетиНосят","Худи",146,1043280.0,472398.0,45.28
2868,"ДЕТ-002868","ДетиНосят","Штаны",30,28130.0,7144.4,25.40
2134,"ДЕТ-002134","ДетиНеВыносят","Худи",64,161730.0,45374.5,28.06
4408,"ДЕТ-004408","ДетиНосят","Футболки",17,35120.0,12478.0,35.53
2576,"ДЕТ-002576","ДетиНосят","Куртки",163,115940.0,9296.0,8.02
4486,"ДЕТ-004486","ДетиНосят","Пижамы",76,709020.0,326169.6,46.00
3596,"ДЕТ-003596","ДетиНосят","Пижамы",127,468250.0,197938.0,42.27
4601,"ДЕТ-004601","ДетиПоносят","Штаны",144,1263090.0,532474.5,42.16
4211,"ДЕТ-004211","ДетиНосят","Куртки",12,9000.0,2556.0,28.40
3462,"ДЕТ-003462","ДетиНосят","Комбинезоны",136,822580.0,355192.0,43.18
715,"ДЕТ-000715","ДетиПоносят","Комбинезоны",265,277620.0,55878.0,20.13
3704,"ДЕТ-003704","ДетиНосят","Худи",139,550950.0,210184.5,38.15
4531,"ДЕТ-004531","ДетиНосят","Куртки",163,256990.0,106835.2,41.57
4162,"ДЕТ-004162","ДетиНосят","Худи",70,491120.0,158695.6,32.31
1347,"ДЕТ-001347","ДетиНеВыносят","Футболки",4,23030.0,5718.4,24.83
1809,"ДЕТ-001809","ДетиНеВыносят","Комбинезоны",7,10350.0,3113.0,30.08
503,"ДЕТ-000503","ДетиНеВыносят","Комбинезоны",3,3720.0,791.4,21.27
3967,"ДЕТ-003967","ДетиНосят","Футболки",56,378510.0,168181.5,44.43
2641,"ДЕТ-002641","ДетиНосят","Куртки",186,552170.0,273497.6,49.53
4248,"ДЕТ-004248","ДетиПоносят","Худи",79,403690.0,119685.0,29.65
1410,"ДЕТ-001410","ДетиНеВыносят","Штаны",85,349670.0,116219.4,33.24
1498,"ДЕТ-001498","ДетиНосят","Худи",85,458070.0,197259.5,43.06
3489,"ДЕТ-003489","ДетиНеВыносят","Футболки",135,659440.0,226367.0,34.33
4396,"ДЕТ-004396","ДетиНеВыносят","Штаны",9,33300.0,9045.0,27.16
481,"ДЕТ-000481","ДетиПоносят","Штаны",169,1371420.0,623091.0,45.43
3770,"ДЕТ-003770","ДетиПоносят","Штаны",13,82140.0,33879.8,41.25
4400,"ДЕТ-004400","ДетиНосят","Футболки",24,110300.0,47459.0,43.03
3061,"ДЕТ-003061","ДетиНосят","Куртки",33,283260.0,98964.0,34.94
3409,"ДЕТ-003409","ДетиНосят","Штаны",59,69560.0,13084.2,18.81
1645,"ДЕТ-001645","ДетиНеВыносят","Куртки",60,149780.0,65753.0,43.90
1140,"ДЕТ-001140","ДетиНеВыносят","Комбинезоны",32,204750.0,110515.0,53.98
2149,"ДЕТ-002149","ДетиПоносят","Худи",73,178930.0,45616.0,25.49
2482,"ДЕТ-002482","ДетиПоносят","Футболки",453,2705050.0,1413289.0,52.25
3153,"ДЕТ-003153","ДетиНеВыносят","Куртки",44,101620.0,29684.0,29.21
833,"ДЕТ-000833","ДетиПоносят","Худи",40,453560.0,251764.0,55.51
799,"ДЕТ-000799","ДетиПоносят","Пижамы",15,77010.0,28633.8,37.18
2570,"ДЕТ-002570","ДетиНеВыносят","Худи",116,942820.0,318972.4,33.83
3616,"ДЕТ-003616","ДетиНеВыносят","Худи",31,126530.0,62614.4,49.49
3550,"ДЕТ-003550","ДетиПоносят","Штаны",144,791010.0,406360.8,51.37
4899,"ДЕТ-004899","ДетиНеВыносят","Худи",25,81440.0,29974.0,36.81
2285,"ДЕТ-002285","ДетиНеВыносят","Пижамы",37,116480.0,36500.0,31.34
1448,"ДЕТ-001448","ДетиПоносят","Куртки",122,859980.0,352359.6,40.97
1455,"ДЕТ-001455","ДетиНосят","Куртки",65,458250.0,131560.0,28.71
204,"ДЕТ-000204","ДетиПоносят","Пижамы",18,59140.0,21685.0,36.67
1755,"ДЕТ-001755","ДетиНосят","Футболки",79,237940.0,93911.8,39.47
190,"ДЕТ-000190","ДетиНеВыносят","Куртки",124,843810.0,387416.8,45.91
1276,"ДЕТ-001276","ДетиПоносят","Комбинезоны",58,35460.0,7095.2,20.01
478,"ДЕТ-000478","ДетиНеВыносят","Штаны",152,1345480.0,548814.4,40.79
660,"ДЕТ-000660","ДетиПоносят","Штаны",27,76670.0,35388.0,46.16
4021,"ДЕТ-004021","ДетиНеВыносят","Комбинезоны",87,185470.0,42378.4,22.85
1285,"ДЕТ-001285","ДетиПоносят","Пижамы",117,820670.0,317252.6,38.66
4339,"ДЕТ-004339","ДетиНеВыносят","Штаны",30,184340.0,62032.0,33.65
229,"ДЕТ-000229","ДетиПоносят","Пижамы",187,1400400.0,693668.0,49.53
166,"ДЕТ-000166","ДетиНосят","Пижамы",25,67500.0,31725.0,47.00
4128,"ДЕТ-004128","ДетиНеВыносят","Штаны",103,572500.0,253948.0,44.36
3586,"ДЕТ-003586","ДетиПоносят","Футболки",11,17010.0,4400.2,25.87
490,"ДЕТ-000490","ДетиНосят","Футболки",66,342690.0,151153.2,44.11
4790,"ДЕТ-004790","ДетиНосят","Штаны",6,37560.0,14044.8,37.39
3402,"ДЕТ-003402","ДетиНосят","Комбинезоны",13,75330.0,30557.6,40.56
1137,"ДЕТ-001137","ДетиПоносят","Пижамы",6,9180.0,2196.0,23.92
712,"ДЕТ-000712","ДетиНеВыносят","Штаны",78,813850.0,409880.5,50.36
108,"ДЕТ-000108","ДетиПоносят","Худи",38,387940.0,188997.0,48.72
805,"ДЕТ-000805","ДетиНеВыносят","Худи",48,306310.0,112358.2,36.68
2831,"ДЕТ-002831","ДетиПоносят","Футболки",10,76900.0,37045.0,48.17
3758,"ДЕТ-003758","ДетиНосят","Комбинезоны",16,22020.0,7802.0,35.43
558,"ДЕТ-000558","ДетиПоносят","Худи",40,45910.0,14728.0,32.08
3026,"ДЕТ-003026","ДетиНеВыносят","Куртки",48,85780.0,19136.0,22.31
1303,"ДЕТ-001303","ДетиНосят","Комбинезоны",5,37100.0,13765.0,37.10
3641,"ДЕТ-003641","ДетиПоносят","Комбинезоны",113,222530.0,85538.4,38.44
2371,"ДЕТ-002371","ДетиПоносят","Футболки",66,231040.0,98966.8,42.84
3587,"ДЕТ-003587","ДетиПоносят","Комбинезоны",9,59190.0,29979.0,50.65
1604,"ДЕТ-001604","ДетиПоносят","Куртки",4,19680.0,5180.0,26.32
2754,"ДЕТ-002754","ДетиНеВыносят","Футболки",78,686450.0,320465.0,46.68
377,"ДЕТ-000377","ДетиНосят","Футболки",3,21420.0,9480.6,44.26
367,"ДЕТ-000367","ДетиПоносят","Комбинезоны",5,43950.0,18641.0,42.41
3876,"ДЕТ-003876","ДетиНеВыносят","Штаны",31,113850.0,48449.0,42.56
2864,"ДЕТ-002864","ДетиНеВыносят","Футболки",87,133350.0,43660.5,32.74
3610,"ДЕТ-003610","ДетиПоносят","Худи",75,308750.0,93387.5,30.25
4112,"ДЕТ-004112","ДетиПоносят","Штаны",76,239860.0,98682.0,41.14
1470,"ДЕТ-001470","ДетиНеВыносят","Комбинезоны",145,243530.0,105556.4,43.34
1676,"ДЕТ-001676","ДетиНеВыносят","Куртки",45,287710.0,90689.8,31.52
2472,"ДЕТ-002472","ДетиНеВыносят","Футболки",2,2300.0,242.0,10.52
2613,"ДЕТ-002613","ДетиНосят","Пижамы",39,121610.0,40908.2,33.64
3599,"ДЕТ-003599","ДетиНеВыносят","Комбинезоны",1,3390.0,1001.0,29.53
4084,"ДЕТ-004084","ДетиНеВыносят","Комбинезоны",51,211200.0,89187.0,42.23
1503,"ДЕТ-001503","ДетиНосят","Пижамы",23,40170.0,16940.5,42.17
1478,"ДЕТ-001478","ДетиПоносят","Пижамы",63,358670.0,128708.6,35.88
4943,"ДЕТ-004943","ДетиНосят","Худи",39,175260.0,75034.2,42.81
4091,"ДЕТ-004091","ДетиНосят","Штаны",29,220940.0,89911.2,40.69
3686,"ДЕТ-003686","ДетиНеВыносят","Футболки",72,408780.0,168422.4,41.20
2661,"ДЕТ-002661","ДетиНосят","Комбинезоны",158,537440.0,271964.0,50.60
314,"ДЕТ-000314","ДетиПоносят","Куртки",183,752410.0,260675.2,34.65
2362,"ДЕТ-002362","ДетиПоносят","Футболки",164,1205040.0,556791.2,46.21
1557,"ДЕТ-001557","ДетиНосят","Комбинезоны",4,19760.0,8452.0,42.77
2861,"ДЕТ-002861","ДетиНосят","Штаны",67,577540.0,298485.0,51.68
163,"ДЕТ-000163","ДетиПоносят","Худи",13,87980.0,42213.0,47.98
934,"ДЕТ-000934","ДетиНосят","Штаны",177,687340.0,262099.0,38.13
4047,"ДЕТ-004047","ДетиПоносят","Футболки",8,24270.0,6893.6,28.40
998,"ДЕТ-000998","ДетиПоносят","Футболки",72,270750.0,117673.5,43.46
1652,"ДЕТ-001652","ДетиПоносят","Куртки",5,8300.0,2950.0,35.54
566,"ДЕТ-000566","ДетиНеВыносят","Штаны",18,58270.0,25265.5,43.36
4072,"ДЕТ-004072","ДетиПоносят","Футболки",54,380000.0,110612.0,29.11
4497,"ДЕТ-004497","ДетиПоносят","Пижамы",91,437410.0,213749.8,48.87
2312,"ДЕТ-002312","ДетиНосят","Пижамы",14,43250.0,22408.0,51.81
3674,"ДЕТ-003674","ДетиПоносят","Пижамы",51,127230.0,34509.6,27.12
491,"ДЕТ-000491","ДетиНеВыносят","Пижамы",63,492240.0,178336.2,36.23
3665,"ДЕТ-003665","ДетиНеВыносят","Худи",294,1593980.0,519629.0,32.60
2745,"ДЕТ-002745","ДетиНосят","Куртки",124,1051270.0,456467.0,43.42
1866,"ДЕТ-001866","ДетиПоносят","Пижамы",70,52280.0,7314.0,13.99
720,"ДЕТ-000720","ДетиПоносят","Худи",28,178320.0,79792.0,44.75
1867,"ДЕТ-001867","ДетиПоносят","Пижамы",41,201660.0,102307.8,50.73
758,"ДЕТ-000758","ДетиНосят","Пижамы",23,135350.0,61871.5,45.71
3415,"ДЕТ-003415","ДетиНеВыносят","Худи",14,16090.0,4360.0,27.10
3190,"ДЕТ-003190","ДетиНеВыносят","Футболки",71,52720.0,14262.4,27.05
3366,"ДЕТ-003366","ДетиНосят","Штаны",79,163890.0,57484.0,35.07
2355,"ДЕТ-002355","ДетиПоносят","Футболки",337,3718000.0,1788710.0,48.11
4845,"ДЕТ-004845","ДетиНосят","Комбинезоны",23,146220.0,58987.0,40.34
2924,"ДЕТ-002924","ДетиПоносят","Худи",117,748880.0,262262.6,35.02
3073,"ДЕТ-003073","ДетиПоносят","Комбинезоны",156,820320.0,268584.0,32.74
3802,"ДЕТ-003802","ДетиПоносят","Куртки",25,177250.0,91405.0,51.57
3444,"ДЕТ-003444","ДетиНосят","Худи",165,434240.0,150321.8,34.62
3566,"ДЕТ-003566","ДетиНеВыносят","Куртки",33,74650.0,32593.0,43.66
2437,"ДЕТ-002437","ДетиНосят","Пижамы",22,63290.0,26102.0,41.24
3683,"ДЕТ-003683","ДетиНеВыносят","Куртки",45,254980.0,106469.0,41.76
4799,"ДЕТ-004799","ДетиПоносят","Футболки",1,5560.0,2243.0,40.34
1027,"ДЕТ-001027","ДетиНеВыносят","Пижамы",108,200180.0,60490.4,30.22
4402,"ДЕТ-004402","ДетиНосят","Штаны",36,184750.0,59515.0,32.21
2953,"ДЕТ-002953","ДетиНеВыносят","Пижамы",73,473170.0,216124.0,45.68
3688,"ДЕТ-003688","ДетиПоносят","Футболки",222,558210.0,189813.0,34.00
1536,"ДЕТ-001536","ДетиНеВыносят","Куртки",29,23310.0,2993.5,12.84
466,"ДЕТ-000466","ДетиНеВыносят","Футболки",124,247170.0,73860.0,29.88
3108,"ДЕТ-003108","ДетиПоносят","Куртки",153,1180210.0,418307.0,35.44
1314,"ДЕТ-001314","ДетиНеВыносят","Комбинезоны",124,397620.0,143197.6,36.01
590,"ДЕТ-000590","ДетиПоносят","Пижамы",9,28440.0,9405.0,33.07
4208,"ДЕТ-004208","ДетиНосят","Куртки",26,79640.0,33761.2,42.39
2978,"ДЕТ-002978","ДетиНеВыносят","Пижамы",52,198060.0,72648.0,36.68
3185,"ДЕТ-003185","ДетиНосят","Пижамы",64,88320.0,30233.6,34.23
1612,"ДЕТ-001612","ДетиНосят","Футболки",180,1593700.0,599960.0,37.65
594,"ДЕТ-000594","ДетиНеВыносят","Пижамы",59,330740.0,162195.2,49.04
695,"ДЕТ-000695","ДетиНеВыносят","Пижамы",174,176910.0,40840.2,23.09
3146,"ДЕТ-003146","ДетиНеВыносят","Пижамы",28,242540.0,118438.0,48.83
4945,"ДЕТ-004945","ДетиНосят","Пижамы",40,356550.0,176587.5,49.53
2825,"ДЕТ-002825","ДетиНеВыносят","Пижамы",62,414340.0,202861.2,48.96
570,"ДЕТ-000570","ДетиНеВыносят","Комбинезоны",1,1850.0,566.0,30.59
4782,"ДЕТ-004782","ДетиНеВыносят","Футболки",187,576930.0,200679.0,34.78
2731,"ДЕТ-002731","ДетиНосят","Худи",37,90900.0,34425.0,37.87
223,"ДЕТ-000223","ДетиНосят","Пижамы",38,162040.0,62676.0,38.68
4498,"ДЕТ-004498","ДетиНосят","Комбинезоны",127,1187880.0,610622.0,51.40
1592,"ДЕТ-001592","ДетиНеВыносят","Футболки",26,191000.0,87020.0,45.56
1334,"ДЕТ-001334","ДетиПоносят","Футболки",108,500130.0,179834.4,35.96
4734,"ДЕТ-004734","ДетиНосят","Штаны",167,700830.0,184902.6,26.38
3730,"ДЕТ-003730","ДетиПоносят","Пижамы",30,204220.0,91320.4,44.72
2930,"ДЕТ-002930","ДетиНеВыносят","Куртки",57,518500.0,187142.0,36.09
3778,"ДЕТ-003778","ДетиНеВыносят","Куртки",223,1048920.0,457599.4,43.63
4351,"ДЕТ-004351","ДетиНосят","Пижамы",39,215190.0,83443.2,38.78
3451,"ДЕТ-003451","ДетиПоносят","Футболки",61,213990.0,96089.0,44.90
3810,"ДЕТ-003810","ДетиПоносят","Штаны",69,482130.0,148896.0,30.88
2834,"ДЕТ-002834","ДетиНосят","Штаны",54,264480.0,92025.6,34.79
370,"ДЕТ-000370","ДетиНеВыносят","Худи",16,90760.0,43820.8,48.28
2688,"ДЕТ-002688","ДетиНосят","Штаны",58,212540.0,84450.0,39.73
3733,"ДЕТ-003733","ДетиПоносят","Худи",36,170830.0,58563.0,34.28
1262,"ДЕТ-001262","ДетиПоносят","Комбинезоны",65,275660.0,100006.2,36.28
3921,"ДЕТ-003921","ДетиНеВыносят","Худи",128,894570.0,386312.0,43.18
2539,"ДЕТ-002539","ДетиНеВыносят","Куртки",217,612360.0,241586.8,39.45
4614,"ДЕТ-004614","ДетиПоносят","Пижамы",40,407550.0,179017.5,43.93
1250,"ДЕТ-001250","ДетиНеВыносят","Куртки",62,667300.0,357204.0,53.53
2057,"ДЕТ-002057","ДетиПоносят","Худи",212,1434340.0,714199.2,49.79
3471,"ДЕТ-003471","ДетиПоносят","Штаны",11,45960.0,13736.8,29.89
1415,"ДЕТ-001415","ДетиПоносят","Куртки",533,2264670.0,979132.0,43.24
1130,"ДЕТ-001130","ДетиНеВыносят","Комбинезоны",102,218050.0,74060.5,33.96
4160,"ДЕТ-004160","ДетиНосят","Пижамы",44,111440.0,44740.0,40.15
602,"ДЕТ-000602","ДетиПоносят","Футболки",174,1528530.0,812613.0,53.16
1049,"ДЕТ-001049","ДетиНосят","Куртки",74,431190.0,186125.0,43.17
3258,"ДЕТ-003258","ДетиНосят","Куртки",77,191360.0,96995.0,50.69
99,"ДЕТ-000099","ДетиНосят","Пижамы",40,380820.0,185392.4,48.68
3410,"ДЕТ-003410","ДетиНеВыносят","Пижамы",60,132120.0,39285.6,29.73
1414,"ДЕТ-001414","ДетиНеВыносят","Комбинезоны",5,56300.0,27435.0,48.73
4011,"ДЕТ-004011","ДетиПоносят","Футболки",6,46020.0,14919.0,32.42
3823,"ДЕТ-003823","ДетиНосят","Футболки",27,87040.0,44343.0,50.95
3488,"ДЕТ-003488","ДетиНеВыносят","Комбинезоны",27,85840.0,36459.0,42.47
53,"ДЕТ-000053","ДетиНосят","Куртки",19,86280.0,40830.0,47.32
2547,"ДЕТ-002547","ДетиНеВыносят","Куртки",14,81180.0,32434.4,39.95
4159,"ДЕТ-004159","ДетиНосят","Комбинезоны",21,129340.0,67833.0,52.45
1017,"ДЕТ-001017","ДетиНеВыносят","Куртки",121,896110.0,329481.5,36.77
538,"ДЕТ-000538","ДетиНеВыносят","Футболки",6,48780.0,15027.6,30.81
2788,"ДЕТ-002788","ДетиНосят","Штаны",19,20530.0,6590.4,32.10
1670,"ДЕТ-001670","ДетиНеВыносят","Комбинезоны",2,6520.0,2890.0,44.33
3343,"ДЕТ-003343","ДетиНосят","Штаны",3,5340.0,1392.0,26.07
245,"ДЕТ-000245","ДетиНеВыносят","Худи",7,36090.0,12735.5,35.29
935,"ДЕТ-000935","ДетиНосят","Куртки",120,701260.0,294511.0,42.00
601,"ДЕТ-000601","ДетиНосят","Штаны",311,814980.0,345665.0,42.41
1731,"ДЕТ-001731","ДетиНеВыносят","Штаны",74,405160.0,166175.2,41.01
617,"ДЕТ-000617","ДетиНеВыносят","Комбинезоны",120,797720.0,329628.0,41.32
157,"ДЕТ-000157","ДетиНосят","Футболки",33,108760.0,51851.8,47.68
3581,"ДЕТ-003581","ДетиПоносят","Куртки",87,378740.0,126300.8,33.35
1033,"ДЕТ-001033","ДетиНеВыносят","Штаны",48,56430.0,19944.0,35.34
455,"ДЕТ-000455","ДетиНеВыносят","Штаны",34,220280.0,105854.4,48.05
3490,"ДЕТ-003490","ДетиПоносят","Худи",59,610830.0,331030.4,54.19
1672,"ДЕТ-001672","ДетиНосят","Футболки",130,166300.0,40004.0,24.06
247,"ДЕТ-000247","ДетиПоносят","Штаны",152,153950.0,43212.0,28.07
3505,"ДЕТ-003505","ДетиНеВыносят","Комбинезоны",21,65550.0,21276.0,32.46
3621,"ДЕТ-003621","ДетиНеВыносят","Пижамы",46,259030.0,100618.4,38.84
2841,"ДЕТ-002841","ДетиПоносят","Комбинезоны",166,1113960.0,509290.0,45.72
3815,"ДЕТ-003815","ДетиПоносят","Пижамы",102,857880.0,320076.0,37.31
2164,"ДЕТ-002164","ДетиНеВыносят","Куртки",150,458990.0,172192.0,37.52
154,"ДЕТ-000154","ДетиПоносят","Футболки",57,114360.0,29023.2,25.38
3262,"ДЕТ-003262","ДетиПоносят","Футболки",26,211800.0,73404.0,34.66
2517,"ДЕТ-002517","ДетиПоносят","Комбинезоны",106,819390.0,288073.8,35.16
4418,"ДЕТ-004418","ДетиПоносят","Пижамы",29,211590.0,87347.0,41.28
2771,"ДЕТ-002771","ДетиНеВыносят","Штаны",7,25800.0,8962.0,34.74
1519,"ДЕТ-001519","ДетиНеВыносят","Куртки",92,536760.0,270564.0,50.41
4468,"ДЕТ-004468","ДетиПоносят","Худи",2,3980.0,1804.4,45.34
78,"ДЕТ-000078","ДетиНосят","Пижамы",22,205030.0,98916.4,48.24
1934,"ДЕТ-001934","ДетиПоносят","Штаны",146,400930.0,156583.0,39.05
3067,"ДЕТ-003067","ДетиНосят","Куртки",79,396080.0,174053.6,43.94
4521,"ДЕТ-004521","ДетиНосят","Куртки",1,6320.0,3075.0,48.66
2615,"ДЕТ-002615","ДетиПоносят","Футболки",97,823110.0,412066.0,50.06
1460,"ДЕТ-001460","ДетиНеВыносят","Футболки",21,178960.0,84538.0,47.24
461,"ДЕТ-000461","ДетиПоносят","Куртки",135,369390.0,152509.8,41.29
995,"ДЕТ-000995","ДетиПоносят","Пижамы",27,25950.0,9666.0,37.25
342,"ДЕТ-000342","ДетиПоносят","Футболки",98,1111680.0,499304.0,44.91
3817,"ДЕТ-003817","ДетиНеВыносят","Футболки",11,39580.0,9268.0,23.42
2304,"ДЕТ-002304","ДетиПоносят","Куртки",61,313340.0,119512.0,38.14
3634,"ДЕТ-003634","ДетиПоносят","Худи",64,299290.0,147697.0,49.35
98,"ДЕТ-000098","ДетиПоносят","Пижамы",20,92440.0,33667.2,36.42
2594,"ДЕТ-002594","ДетиПоносят","Комбинезоны",44,73540.0,23041.0,31.33
2810,"ДЕТ-002810","ДетиНосят","Штаны",14,84480.0,43738.4,51.77
3464,"ДЕТ-003464","ДетиНеВыносят","Штаны",85,156930.0,60918.4,38.82
3961,"ДЕТ-003961","ДетиНосят","Комбинезоны",26,121410.0,49131.0,40.47
3266,"ДЕТ-003266","ДетиНеВыносят","Худи",90,516820.0,158396.0,30.65
4024,"ДЕТ-004024","ДетиНеВыносят","Комбинезоны",21,122290.0,58118.2,47.52
1435,"ДЕТ-001435","ДетиПоносят","Футболки",28,160570.0,62536.5,38.95
520,"ДЕТ-000520","ДетиПоносят","Пижамы",216,1542160.0,680075.2,44.10
2153,"ДЕТ-002153","ДетиПоносят","Куртки",17,112740.0,43860.0,38.90
1936,"ДЕТ-001936","ДетиПоносят","Футболки",7,56300.0,25414.0,45.14
4105,"ДЕТ-004105","ДетиНосят","Комбинезоны",50,73160.0,33980.8,46.45
4381,"ДЕТ-004381","ДетиПоносят","Футболки",14,90800.0,42034.0,46.29
1543,"ДЕТ-001543","ДетиНосят","Куртки",34,265940.0,99600.0,37.45
797,"ДЕТ-000797","ДетиНеВыносят","Пижамы",4,23880.0,11258.4,47.15
3986,"ДЕТ-003986","ДетиНеВыносят","Куртки",25,254290.0,140936.0,55.42
317,"ДЕТ-000317","ДетиНосят","Футболки",93,280040.0,106026.0,37.86
4224,"ДЕТ-004224","ДетиНеВыносят","Куртки",89,993030.0,551700.0,55.56
725,"ДЕТ-000725","ДетиНеВыносят","Штаны",322,3109030.0,1597354.4,51.38
1820,"ДЕТ-001820","ДетиНосят","Худи",88,821450.0,328744.0,40.02
2034,"ДЕТ-002034","ДетиНосят","Куртки",26,267750.0,110954.0,41.44
4005,"ДЕТ-004005","ДетиПоносят","Штаны",47,169000.0,56381.0,33.36
2763,"ДЕТ-002763","ДетиПоносят","Комбинезоны",2,5420.0,2382.0,43.95
2150,"ДЕТ-002150","ДетиНосят","Куртки",7,68290.0,34636.2,50.72
1202,"ДЕТ-001202","ДетиНосят","Худи",133,831320.0,332291.4,39.97
4306,"ДЕТ-004306","ДетиПоносят","Худи",82,609500.0,219840.0,36.07
479,"ДЕТ-000479","ДетиПоносят","Футболки",103,222950.0,89106.0,39.97
3558,"ДЕТ-003558","ДетиНосят","Футболки",5,32850.0,17135.0,52.16
3701,"ДЕТ-003701","ДетиПоносят","Пижамы",40,209050.0,86105.0,41.19
3422,"ДЕТ-003422","ДетиНосят","Пижамы",190,1819500.0,810705.0,44.56
2298,"ДЕТ-002298","ДетиНосят","Комбинезоны",126,471420.0,161528.4,34.26
2046,"ДЕТ-002046","ДетиПоносят","Пижамы",6,11740.0,4088.0,34.82
397,"ДЕТ-000397","ДетиНосят","Пижамы",48,396500.0,208808.0,52.66
3504,"ДЕТ-003504","ДетиНосят","Штаны",44,234610.0,91616.8,39.05
468,"ДЕТ-000468","ДетиНосят","Куртки",113,323620.0,142980.0,44.18
3168,"ДЕТ-003168","ДетиНеВыносят","Футболки",78,148070.0,59009.6,39.85
902,"ДЕТ-000902","ДетиНосят","Пижамы",203,579750.0,212510.0,36.66
3834,"ДЕТ-003834","ДетиНосят","Куртки",59,317050.0,114636.0,36.16
4331,"ДЕТ-004331","ДетиНеВыносят","Штаны",80,159300.0,52904.0,33.21
2528,"ДЕТ-002528","ДетиНосят","Футболки",177,613770.0,256027.5,41.71
2974,"ДЕТ-002974","ДетиНосят","Куртки",52,226540.0,82542.8,36.44
1170,"ДЕТ-001170","ДетиПоносят","Футболки",101,119560.0,40742.0,34.08
191,"ДЕТ-000191","ДетиНосят","Пижамы",39,52740.0,20001.0,37.92
4033,"ДЕТ-004033","ДетиНосят","Футболки",19,22800.0,6194.0,27.17
4489,"ДЕТ-004489","ДетиНеВыносят","Футболки",9,61260.0,31392.0,51.24
1720,"ДЕТ-001720","ДетиНосят","Куртки",24,134800.0,66744.0,49.51
1418,"ДЕТ-001418","ДетиНосят","Комбинезоны",114,115350.0,33711.0,29.22
4991,"ДЕТ-004991","ДетиНосят","Футболки",34,85760.0,46160.8,53.83
1302,"ДЕТ-001302","ДетиПоносят","Футболки",153,1454150.0,766503.0,52.71
3296,"ДЕТ-003296","ДетиНеВыносят","Худи",39,73500.0,22404.0,30.48
3769,"ДЕТ-003769","ДетиПоносят","Куртки",93,805750.0,315778.0,39.19
3263,"ДЕТ-003263","ДетиНеВыносят","Комбинезоны",106,561960.0,302032.0,53.75
933,"ДЕТ-000933","ДетиНеВыносят","Пижамы",28,135370.0,53211.4,39.31
4220,"ДЕТ-004220","ДетиНосят","Пижамы",12,18340.0,6386.8,34.82
3122,"ДЕТ-003122","ДетиНеВыносят","Худи",77,311470.0,142885.6,45.87
3947,"ДЕТ-003947","ДетиНеВыносят","Худи",67,119050.0,24421.0,20.51
2143,"ДЕТ-002143","ДетиНосят","Куртки",13,20840.0,6623.0,31.78
2035,"ДЕТ-002035","ДетиНеВыносят","Комбинезоны",78,727380.0,322497.0,44.34
26,"ДЕТ-000026","ДетиНеВыносят","Штаны",83,702320.0,327478.0,46.63
1034,"ДЕТ-001034","ДетиНосят","Куртки",126,819780.0,276579.6,33.74
4256,"ДЕТ-004256","ДетиПоносят","Пижамы",147,1488850.0,697013.0,46.82
4976,"ДЕТ-004976","ДетиНеВыносят","Пижамы",46,249860.0,92272.8,36.93
46,"ДЕТ-000046","ДетиНосят","Штаны",52,411460.0,173721.0,42.22
2490,"ДЕТ-002490","ДетиПоносят","Худи",10,65520.0,34208.0,52.21
