sku_id;article;sku_name;category;brand;supplier;collection;gender;season;color;size;cost_price;retail_price;commission_percent;logistics_cost;storage_cost;weight_g
975;ДЕТ-000975;Комбинезон хлопковый бежевый;Комбинезоны;ДетиНосят;Kids Factory;Sport;Мальчики;Лето;Бежевый;104;3596;10880.0;12;120;38;332
976;ДЕТ-000976;Штаны утепленные синий;Штаны;ДетиПоносят;Happy Textile;Casual;Мальчики;Весна;Синий;86;3673;10520.0;15;59;9;761
977;ДЕТ-000977;Футболка оверсайз зеленый;Футболки;ДетиНеВыносят;ООО Текстиль Плюс;Basic;Унисекс;Лето;Зеленый;104;1917;6400.0;20;126;30;682
978;ДЕТ-000978;Худи утепленное зеленый;Худи;ДетиНосят;Fashion Group;Premium;Девочки;Лето;Зеленый;128;1656;5090.0;20;58;26;983
979;ДЕТ-000979;Худи на молнии черный;Худи;ДетиНеВыносят;Happy Textile;Basic;Мальчики;Осень;Черный;128;2187;7070.0;15;155;7;1159
980;ДЕТ-000980;Куртка зимняя зеленый;Куртки;ДетиНеВыносят;Happy Textile;Casual;Мальчики;Осень;Зеленый;86;1615;4030.0;18;140;7;194
981;ДЕТ-000981;Худи оверсайз белый;Худи;ДетиПоносят;Fashion Group;Sport;Унисекс;Весна;Белый;98;1032;2690.0;12;100;28;686
982;ДЕТ-000982;Худи утепленное черный;Худи;ДетиНосят;ООО Текстиль Плюс;Sport;Унисекс;Весна;Черный;86;3352;10690.0;20;240;13;1049
983;ДЕТ-000983;Комбинезон хлопковый красный;Комбинезоны;ДетиНеВыносят;ООО Текстиль Плюс;New;Унисекс;Весна;Красный;122;2223;6440.0;20;119;23;548
984;ДЕТ-000984;Комбинезон хлопковый черный;Комбинезоны;ДетиНеВыносят;Kids Factory;Casual;Унисекс;Зима;Черный;86;2425;8030.0;20;204;23;498
985;ДЕТ-000985;Пижама хлопковая зеленый;Пижамы;ДетиНосят;Fashion Group;Sport;Мальчики;Весна;Зеленый;92;787;2540.0;10;106;6;435
986;ДЕТ-000986;Брюки спортивные белый;Штаны;ДетиПоносят;Fashion Group;Premium;Девочки;Лето;Белый;110;1648;4510.0;15;218;26;478
987;ДЕТ-000987;Худи утепленное зеленый;Худи;ДетиНеВыносят;ООО Детский Мир;Premium;Девочки;Весна;Зеленый;140;1431;3340.0;15;76;15;460
988;ДЕТ-000988;Штаны утепленные белый;Штаны;ДетиНеВыносят;ООО Детский Мир;Casual;Унисекс;Осень;Белый;80;2769;7090.0;20;99;27;745
989;ДЕТ-000989;Футболка оверсайз черный;Футболки;ДетиНеВыносят;Kids Factory;Premium;Унисекс;Весна;Черный;140;1927;4480.0;20;226;6;888
990;ДЕТ-000990;Худи на молнии розовый;Худи;ДетиНеВыносят;ООО Детский Мир;Casual;Унисекс;Весна;Розовый;86;2743;6680.0;15;156;11;1127
991;ДЕТ-000991;Пижама хлопковая бежевый;Пижамы;ДетиПоносят;ООО Текстиль Плюс;Basic;Мальчики;Осень;Бежевый;134;3405;7820.0;15;219;18;691
992;ДЕТ-000992;Пижама с принтом белый;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Девочки;Лето;Белый;92;2574;8910.0;12;161;21;508
993;ДЕТ-000993;Штаны утепленные розовый;Штаны;ДетиПоносят;ООО Текстиль Плюс;Casual;Мальчики;Весна;Розовый;122;872;2960.0;15;144;6;871
994;ДЕТ-000994;Худи утепленное синий;Худи;ДетиНеВыносят;Kids Factory;Sport;Мальчики;Зима;Синий;128;934;2530.0;12;170;9;1122
995;ДЕТ-000995;Пижама хлопковая серый;Пижамы;ДетиПоносят;Happy Textile;New;Мальчики;Зима;Серый;98;361;1240.0;10;146;18;540
996;ДЕТ-000996;Комбинезон демисезонный белый;Комбинезоны;ДетиНеВыносят;Kids Factory;New;Унисекс;Лето;Белый;104;1459;3360.0;12;160;15;998
997;ДЕТ-000997;Куртка мембранная белый;Куртки;ДетиПоносят;ООО Текстиль Плюс;Basic;Мальчики;Зима;Белый;98;1997;5730.0;10;54;24;756
998;ДЕТ-000998;Футболка оверсайз красный;Футболки;ДетиПоносят;Kids Factory;Casual;Мальчики;Зима;Красный;80;1341;4050.0;15;221;8;773
999;ДЕТ-000999;Худи на молнии бежевый;Худи;ДетиПоносят;Kids Factory;Basic;Мальчики;Осень;Бежевый;104;1974;4370.0;20;122;30;1034
1000;ДЕТ-001000;Штаны утепленные белый;Штаны;ДетиНосят;ООО Детский Мир;New;Девочки;Зима;Белый;86;608;2110.0;10;171;14;654
1001;ДЕТ-001001;Куртка зимняя серый;Куртки;ДетиПоносят;Happy Textile;Sport;Мальчики;Зима;Серый;140;3927;11860.0;15;116;26;188
1002;ДЕТ-001002;Худи на молнии бежевый;Худи;ДетиНосят;Happy Textile;Basic;Мальчики;Зима;Бежевый;86;2044;4850.0;18;238;5;651
1003;ДЕТ-001003;Футболка базовая белый;Футболки;ДетиПоносят;ООО Детский Мир;Basic;Девочки;Весна;Белый;98;2555;8330.0;18;217;33;429
1004;ДЕТ-001004;Штаны утепленные черный;Штаны;ДетиНосят;Kids Factory;Casual;Мальчики;Осень;Черный;116;1193;4090.0;12;59;30;494
1005;ДЕТ-001005;Худи на молнии серый;Худи;ДетиПоносят;ООО Текстиль Плюс;Basic;Мальчики;Весна;Серый;122;551;1260.0;10;171;20;277
1006;ДЕТ-001006;Пижама хлопковая красный;Пижамы;ДетиНосят;ООО Детский Мир;Casual;Мальчики;Осень;Красный;80;2475;6240.0;12;60;16;775
1007;ДЕТ-001007;Джоггеры розовый;Штаны;ДетиНосят;ООО Текстиль Плюс;Basic;Мальчики;Зима;Розовый;98;1746;4480.0;20;114;37;243
1008;ДЕТ-001008;Комбинезон демисезонный зеленый;Комбинезоны;ДетиНосят;Happy Textile;New;Унисекс;Лето;Зеленый;86;870;1960.0;12;212;18;1113
1009;ДЕТ-001009;Джоггеры красный;Штаны;ДетиНосят;Fashion Group;New;Мальчики;Осень;Красный;98;1714;5130.0;20;176;36;398
1010;ДЕТ-001010;Комбинезон хлопковый розовый;Комбинезоны;ДетиНосят;Kids Factory;Casual;Мальчики;Зима;Розовый;92;1115;2620.0;15;54;20;1037
1011;ДЕТ-001011;Худи утепленное синий;Худи;ДетиПоносят;Fashion Group;New;Мальчики;Осень;Синий;86;1847;4210.0;18;111;30;1194
1012;ДЕТ-001012;Куртка демисезонная красный;Куртки;ДетиПоносят;ООО Текстиль Плюс;New;Девочки;Лето;Красный;86;2665;6330.0;15;144;28;947
1013;ДЕТ-001013;Комбинезон хлопковый серый;Комбинезоны;ДетиНеВыносят;Happy Textile;New;Мальчики;Лето;Серый;134;2519;8800.0;10;190;10;188
1014;ДЕТ-001014;Куртка демисезонная черный;Куртки;ДетиНеВыносят;Fashion Group;Premium;Унисекс;Зима;Черный;92;1217;2920.0;12;84;36;840
1015;ДЕТ-001015;Пижама хлопковая синий;Пижамы;ДетиНосят;Kids Factory;New;Унисекс;Зима;Синий;116;2075;5540.0;15;133;9;568
1016;ДЕТ-001016;Пижама хлопковая бежевый;Пижамы;ДетиПоносят;Happy Textile;Casual;Унисекс;Лето;Бежевый;140;717;1620.0;20;149;26;317
1017;ДЕТ-001017;Куртка мембранная бежевый;Куртки;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Унисекс;Лето;Бежевый;98;3391;8820.0;15;181;21;627
1018;ДЕТ-001018;Комбинезон утепленный серый;Комбинезоны;ДетиНосят;Fashion Group;New;Унисекс;Лето;Серый;140;3452;8290.0;18;70;22;865
1019;ДЕТ-001019;Футболка оверсайз белый;Футболки;ДетиПоносят;ООО Детский Мир;Casual;Унисекс;Зима;Белый;140;766;2370.0;20;105;20;871
1020;ДЕТ-001020;Худи оверсайз розовый;Худи;ДетиПоносят;Kids Factory;New;Девочки;Зима;Розовый;80;3842;9530.0;12;104;22;475
1021;ДЕТ-001021;Футболка хлопковая белый;Футболки;ДетиПоносят;Happy Textile;Premium;Девочки;Весна;Белый;128;3160;8690.0;15;98;30;688
1022;ДЕТ-001022;Куртка зимняя синий;Куртки;ДетиНосят;Fashion Group;Basic;Унисекс;Весна;Синий;110;502;1180.0;20;52;5;973
1023;ДЕТ-001023;Штаны утепленные красный;Штаны;ДетиНосят;Kids Factory;Premium;Унисекс;Осень;Красный;116;1897;6530.0;10;132;40;996
1024;ДЕТ-001024;Куртка демисезонная бежевый;Куртки;ДетиНеВыносят;ООО Детский Мир;Basic;Мальчики;Осень;Бежевый;110;3503;10990.0;20;245;21;1194
1025;ДЕТ-001025;Худи утепленное розовый;Худи;ДетиНосят;Fashion Group;Casual;Унисекс;Зима;Розовый;122;3584;11610.0;10;115;34;666
1026;ДЕТ-001026;Пижама с принтом красный;Пижамы;ДетиПоносят;Kids Factory;Premium;Девочки;Зима;Красный;104;2283;7470.0;20;167;36;972
1027;ДЕТ-001027;Пижама хлопковая черный;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Девочки;Весна;Черный;80;908;2180.0;12;163;19;198
1028;ДЕТ-001028;Пижама хлопковая белый;Пижамы;ДетиНеВыносят;Kids Factory;New;Унисекс;Лето;Белый;116;2209;6240.0;20;150;12;579
1029;ДЕТ-001029;Комбинезон демисезонный бежевый;Комбинезоны;ДетиНеВыносят;ООО Текстиль Плюс;Premium;Мальчики;Лето;Бежевый;134;2617;6810.0;15;75;30;329
1030;ДЕТ-001030;Худи на молнии зеленый;Худи;ДетиПоносят;ООО Детский Мир;Sport;Девочки;Осень;Зеленый;98;3275;11320.0;15;142;15;961
1031;ДЕТ-001031;Куртка зимняя красный;Куртки;ДетиПоносят;ООО Текстиль Плюс;Sport;Девочки;Зима;Красный;116;2501;5650.0;18;172;9;651
1032;ДЕТ-001032;Худи на молнии синий;Худи;ДетиНосят;ООО Текстиль Плюс;Sport;Унисекс;Осень;Синий;80;1424;4130.0;10;93;28;190
1033;ДЕТ-001033;Брюки спортивные черный;Штаны;ДетиНеВыносят;Happy Textile;New;Девочки;Зима;Черный;104;411;1290.0;20;114;33;871
1034;ДЕТ-001034;Куртка демисезонная красный;Куртки;ДетиНосят;Fashion Group;Basic;Унисекс;Лето;Красный;80;2957;7640.0;18;183;17;802
1035;ДЕТ-001035;Куртка зимняя белый;Куртки;ДетиНосят;Fashion Group;New;Мальчики;Осень;Белый;140;808;2490.0;10;110;6;593
1036;ДЕТ-001036;Куртка мембранная зеленый;Куртки;ДетиПоносят;Kids Factory;Basic;Унисекс;Осень;Зеленый;116;3678;11660.0;18;93;25;342
1037;ДЕТ-001037;Куртка демисезонная черный;Куртки;ДетиНосят;ООО Текстиль Плюс;Basic;Мальчики;Лето;Черный;92;3056;6930.0;20;65;16;779
1038;ДЕТ-001038;Пижама с принтом синий;Пижамы;ДетиНеВыносят;ООО Детский Мир;New;Мальчики;Зима;Синий;140;3334;8150.0;15;144;35;367
1039;ДЕТ-001039;Комбинезон хлопковый белый;Комбинезоны;ДетиНосят;ООО Детский Мир;Sport;Унисекс;Лето;Белый;140;3959;11540.0;12;104;26;288
1040;ДЕТ-001040;Футболка хлопковая бежевый;Футболки;ДетиНеВыносят;ООО Детский Мир;Sport;Девочки;Зима;Бежевый;128;321;1040.0;10;53;31;227
1041;ДЕТ-001041;Худи утепленное розовый;Худи;ДетиПоносят;Fashion Group;Sport;Унисекс;Лето;Розовый;86;1861;5290.0;18;59;31;451
1042;ДЕТ-001042;Куртка демисезонная бежевый;Куртки;ДетиНеВыносят;Happy Textile;Sport;Мальчики;Осень;Бежевый;86;691;1600.0;18;80;11;166
1043;ДЕТ-001043;Комбинезон демисезонный бежевый;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;Basic;Унисекс;Зима;Бежевый;122;2972;6560.0;18;228;8;828
1044;ДЕТ-001044;Пижама с принтом черный;Пижамы;ДетиНосят;Kids Factory;Casual;Девочки;Осень;Черный;134;1937;6460.0;10;242;39;1081
1045;ДЕТ-001045;Худи утепленное белый;Худи;ДетиПоносят;Happy Textile;Sport;Девочки;Весна;Белый;80;2635;7900.0;15;90;25;532
1046;ДЕТ-001046;Джоггеры зеленый;Штаны;ДетиНеВыносят;Kids Factory;New;Мальчики;Осень;Зеленый;128;763;1810.0;10;74;11;939
1047;ДЕТ-001047;Пижама с принтом серый;Пижамы;ДетиНеВыносят;Fashion Group;Sport;Мальчики;Зима;Серый;134;2970;9400.0;15;58;40;209
1048;ДЕТ-001048;Комбинезон демисезонный черный;Комбинезоны;ДетиНеВыносят;Kids Factory;Basic;Девочки;Осень;Черный;86;3041;9210.0;15;99;26;1081
1049;ДЕТ-001049;Куртка зимняя серый;Куртки;ДетиНосят;Fashion Group;Sport;Мальчики;Лето;Серый;140;2533;6660.0;10;196;36;633
1050;ДЕТ-001050;Худи утепленное синий;Худи;ДетиНосят;ООО Детский Мир;Premium;Унисекс;Лето;Синий;116;3438;9790.0;10;53;17;1198
1051;ДЕТ-001051;Джоггеры белый;Штаны;ДетиНеВыносят;Happy Textile;New;Унисекс;Зима;Белый;92;2939;7990.0;20;50;39;415
1052;ДЕТ-001052;Комбинезон демисезонный синий;Комбинезоны;ДетиНеВыносят;Happy Textile;New;Девочки;Лето;Синий;80;2281;6340.0;12;208;33;1084
1053;ДЕТ-001053;Джоггеры бежевый;Штаны;ДетиНеВыносят;Happy Textile;Casual;Мальчики;Весна;Бежевый;104;2142;5960.0;12;63;18;925
1054;ДЕТ-001054;Пижама хлопковая синий;Пижамы;ДетиПоносят;Happy Textile;Basic;Мальчики;Осень;Синий;116;2163;4780.0;15;228;10;883
1055;ДЕТ-001055;Пижама хлопковая серый;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;New;Мальчики;Зима;Серый;140;1688;4740.0;10;134;14;979
1056;ДЕТ-001056;Пижама хлопковая красный;Пижамы;ДетиНосят;ООО Детский Мир;Basic;Девочки;Зима;Красный;128;2746;8310.0;12;246;11;538
1057;ДЕТ-001057;Худи на молнии синий;Худи;ДетиНосят;ООО Текстиль Плюс;Sport;Девочки;Лето;Синий;98;3740;11750.0;20;99;33;654
1058;ДЕТ-001058;Футболка хлопковая серый;Футболки;ДетиНосят;ООО Текстиль Плюс;Sport;Девочки;Весна;Серый;122;2908;8230.0;12;135;21;640
1059;ДЕТ-001059;Пижама с принтом синий;Пижамы;ДетиНосят;ООО Текстиль Плюс;New;Унисекс;Лето;Синий;80;2362;7230.0;12;87;33;335
1060;ДЕТ-001060;Джоггеры розовый;Штаны;ДетиПоносят;ООО Детский Мир;Casual;Девочки;Осень;Розовый;122;2893;6690.0;15;72;25;1058
1061;ДЕТ-001061;Худи утепленное синий;Худи;ДетиПоносят;Fashion Group;Casual;Мальчики;Лето;Синий;110;680;1790.0;18;247;14;735
1062;ДЕТ-001062;Футболка хлопковая зеленый;Футболки;ДетиПоносят;ООО Текстиль Плюс;Sport;Девочки;Лето;Зеленый;80;2174;6030.0;12;178;23;413
1063;ДЕТ-001063;Куртка демисезонная белый;Куртки;ДетиПоносят;ООО Текстиль Плюс;Sport;Унисекс;Зима;Белый;92;2389;5630.0;15;70;31;729
1064;ДЕТ-001064;Комбинезон хлопковый розовый;Комбинезоны;ДетиПоносят;ООО Детский Мир;Basic;Мальчики;Осень;Розовый;134;956;2720.0;20;78;9;955
1065;ДЕТ-001065;Пижама с принтом бежевый;Пижамы;ДетиНосят;Happy Textile;Sport;Мальчики;Лето;Бежевый;104;1287;3300.0;15;104;8;309
1066;ДЕТ-001066;Джоггеры белый;Штаны;ДетиНосят;ООО Детский Мир;Basic;Мальчики;Лето;Белый;86;2743;7370.0;12;192;31;829
1067;ДЕТ-001067;Пижама с принтом зеленый;Пижамы;ДетиПоносят;ООО Детский Мир;Basic;Девочки;Осень;Зеленый;80;2228;7230.0;15;146;32;1060
1068;ДЕТ-001068;Куртка зимняя розовый;Куртки;ДетиПоносят;ООО Текстиль Плюс;New;Унисекс;Весна;Розовый;92;3672;8680.0;18;130;23;167
1069;ДЕТ-001069;Худи утепленное бежевый;Худи;ДетиПоносят;Kids Factory;Premium;Девочки;Зима;Бежевый;80;3365;10600.0;20;107;33;460
1070;ДЕТ-001070;Куртка мембранная белый;Куртки;ДетиПоносят;Happy Textile;Premium;Унисекс;Весна;Белый;122;401;1040.0;15;250;25;1151
1071;ДЕТ-001071;Худи на молнии черный;Худи;ДетиНосят;ООО Детский Мир;Casual;Унисекс;Осень;Черный;128;1381;3660.0;18;229;32;723
1072;ДЕТ-001072;Футболка базовая белый;Футболки;ДетиНеВыносят;Happy Textile;Sport;Мальчики;Весна;Белый;110;1880;5680.0;12;177;36;194
1073;ДЕТ-001073;Пижама хлопковая синий;Пижамы;ДетиПоносят;ООО Детский Мир;Basic;Мальчики;Зима;Синий;92;3156;9360.0;12;136;15;383
1074;ДЕТ-001074;Брюки спортивные синий;Штаны;ДетиНеВыносят;Kids Factory;New;Девочки;Зима;Синий;122;552;1610.0;20;178;22;919
1075;ДЕТ-001075;Куртка мембранная черный;Куртки;ДетиНеВыносят;ООО Детский Мир;Casual;Девочки;Осень;Черный;116;1110;2770.0;18;202;5;441
1076;ДЕТ-001076;Комбинезон хлопковый серый;Комбинезоны;ДетиПоносят;ООО Текстиль Плюс;Sport;Унисекс;Весна;Серый;104;3413;8440.0;15;128;26;227
1077;ДЕТ-001077;Штаны утепленные розовый;Штаны;ДетиНосят;ООО Детский Мир;Premium;Девочки;Осень;Розовый;134;879;2000.0;18;101;12;662
1078;ДЕТ-001078;Комбинезон утепленный синий;Комбинезоны;ДетиНосят;Fashion Group;Sport;Унисекс;Зима;Синий;122;3369;11450.0;12;193;12;456
1079;ДЕТ-001079;Куртка мембранная черный;Куртки;ДетиНосят;Fashion Group;Premium;Унисекс;Лето;Черный;140;2578;6480.0;18;143;31;717
1080;ДЕТ-001080;Пижама хлопковая бежевый;Пижамы;ДетиПоносят;Kids Factory;Casual;Унисекс;Осень;Бежевый;98;2126;6570.0;18;146;24;394
1081;ДЕТ-001081;Куртка зимняя красный;Куртки;ДетиНосят;Kids Factory;Basic;Мальчики;Весна;Красный;128;1556;4930.0;18;189;36;606
1082;ДЕТ-001082;Футболка базовая розовый;Футболки;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Девочки;Осень;Розовый;98;2860;8850.0;20;137;27;1007
1083;ДЕТ-001083;Комбинезон хлопковый бежевый;Комбинезоны;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Унисекс;Осень;Бежевый;98;2891;7520.0;12;104;40;861
1084;ДЕТ-001084;Пижама с принтом синий;Пижамы;ДетиПоносят;Happy Textile;Sport;Мальчики;Осень;Синий;128;3195;9280.0;10;80;37;593
1085;ДЕТ-001085;Комбинезон хлопковый белый;Комбинезоны;ДетиНеВыносят;ООО Текстиль Плюс;Sport;Мальчики;Зима;Белый;110;3542;9340.0;10;101;12;340
1086;ДЕТ-001086;Худи оверсайз зеленый;Худи;ДетиНосят;Fashion Group;Basic;Унисекс;Зима;Зеленый;128;1525;4170.0;20;122;33;833
1087;ДЕТ-001087;Худи оверсайз серый;Худи;ДетиНеВыносят;Happy Textile;Premium;Мальчики;Осень;Серый;110;437;1240.0;12;52;19;781
1088;ДЕТ-001088;Футболка оверсайз белый;Футболки;ДетиНосят;Kids Factory;Sport;Унисекс;Зима;Белый;98;543;1740.0;12;60;13;225
1089;ДЕТ-001089;Комбинезон хлопковый зеленый;Комбинезоны;ДетиНосят;ООО Детский Мир;Premium;Унисекс;Осень;Зеленый;134;3631;8640.0;12;147;25;586
1090;ДЕТ-001090;Худи оверсайз черный;Худи;ДетиПоносят;Kids Factory;Basic;Девочки;Весна;Черный;86;573;1690.0;15;242;28;1119
1091;ДЕТ-001091;Комбинезон демисезонный красный;Комбинезоны;ДетиНосят;ООО Текстиль Плюс;Premium;Девочки;Зима;Красный;122;2108;6590.0;10;118;15;276
1092;ДЕТ-001092;Комбинезон демисезонный красный;Комбинезоны;ДетиНеВыносят;ООО Текстиль Плюс;New;Мальчики;Весна;Красный;110;3939;11590.0;10;138;35;190
1093;ДЕТ-001093;Пижама хлопковая черный;Пижамы;ДетиНеВыносят;ООО Детский Мир;Basic;Мальчики;Зима;Черный;104;315;1070.0;12;57;19;295
1094;ДЕТ-001094;Футболка хлопковая серый;Футболки;ДетиПоносят;Happy Textile;Premium;Унисекс;Осень;Серый;140;396;940.0;18;172;7;511
1095;ДЕТ-001095;Куртка мембранная белый;Куртки;ДетиНеВыносят;Kids Factory;Premium;Унисекс;Осень;Белый;92;1199;3860.0;20;120;37;1121
1096;ДЕТ-001096;Худи утепленное красный;Худи;ДетиНосят;Kids Factory;Premium;Девочки;Лето;Красный;134;1576;4490.0;20;156;34;563
1097;ДЕТ-001097;Футболка базовая синий;Футболки;ДетиНосят;Happy Textile;Casual;Унисекс;Весна;Синий;92;1087;3600.0;18;52;37;409
1098;ДЕТ-001098;Худи оверсайз розовый;Худи;ДетиНосят;Kids Factory;Basic;Мальчики;Зима;Розовый;80;1849;5810.0;10;178;34;1093
1099;ДЕТ-001099;Футболка оверсайз белый;Футболки;ДетиНеВыносят;ООО Детский Мир;New;Девочки;Зима;Белый;104;2086;5520.0;18;248;25;388
1100;ДЕТ-001100;Брюки спортивные красный;Штаны;ДетиПоносят;ООО Детский Мир;Premium;Унисекс;Весна;Красный;80;2029;4870.0;12;182;22;326
1101;ДЕТ-001101;Худи оверсайз серый;Худи;ДетиПоносят;ООО Детский Мир;Basic;Мальчики;Зима;Серый;116;1449;4820.0;18;60;25;328
1102;ДЕТ-001102;Пижама хлопковая серый;Пижамы;ДетиНосят;ООО Детский Мир;Casual;Девочки;Лето;Серый;80;1755;5990.0;15;205;8;962
1103;ДЕТ-001103;Пижама хлопковая черный;Пижамы;ДетиПоносят;ООО Текстиль Плюс;Premium;Унисекс;Лето;Черный;104;3009;8390.0;12;89;15;697
1104;ДЕТ-001104;Футболка хлопковая красный;Футболки;ДетиПоносят;Fashion Group;Sport;Девочки;Весна;Красный;98;463;1450.0;12;144;12;1077
1105;ДЕТ-001105;Футболка хлопковая белый;Футболки;ДетиНосят;Fashion Group;New;Унисекс;Осень;Белый;122;3639;9680.0;15;78;24;781
1106;ДЕТ-001106;Пижама хлопковая розовый;Пижамы;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Унисекс;Зима;Розовый;92;2744;7070.0;10;80;8;231
1107;ДЕТ-001107;Штаны утепленные синий;Штаны;ДетиПоносят;Happy Textile;Basic;Унисекс;Осень;Синий;116;1608;5500.0;10;225;6;279
1108;ДЕТ-001108;Худи оверсайз белый;Худи;ДетиПоносят;Happy Textile;Basic;Девочки;Лето;Белый;92;1675;3950.0;18;242;12;1111
1109;ДЕТ-001109;Куртка мембранная красный;Куртки;ДетиНосят;Fashion Group;Basic;Унисекс;Осень;Красный;128;1178;3530.0;12;170;10;1198
1110;ДЕТ-001110;Худи на молнии синий;Худи;ДетиНеВыносят;Kids Factory;Basic;Унисекс;Весна;Синий;134;477;1390.0;15;100;32;296
1111;ДЕТ-001111;Комбинезон хлопковый синий;Комбинезоны;ДетиНосят;ООО Текстиль Плюс;Sport;Унисекс;Весна;Синий;134;2880;7620.0;12;208;34;200
1112;ДЕТ-001112;Брюки спортивные синий;Штаны;ДетиНосят;ООО Детский Мир;Premium;Девочки;Лето;Синий;128;2673;6300.0;15;178;34;367
1113;ДЕТ-001113;Пижама с принтом розовый;Пижамы;ДетиПоносят;Fashion Group;Casual;Девочки;Весна;Розовый;140;3549;10570.0;12;222;40;441
1114;ДЕТ-001114;Куртка демисезонная серый;Куртки;ДетиНосят;Happy Textile;Basic;Девочки;Лето;Серый;140;2125;6070.0;15;60;40;622
1115;ДЕТ-001115;Футболка хлопковая зеленый;Футболки;ДетиНеВыносят;Fashion Group;New;Девочки;Осень;Зеленый;92;2934;7630.0;18;159;27;937
1116;ДЕТ-001116;Комбинезон демисезонный бежевый;Комбинезоны;ДетиПоносят;ООО Текстиль Плюс;New;Девочки;Весна;Бежевый;98;2932;6980.0;10;208;25;726
1117;ДЕТ-001117;Пижама с принтом красный;Пижамы;ДетиПоносят;ООО Текстиль Плюс;Casual;Унисекс;Осень;Красный;92;3544;8290.0;10;249;10;604
1118;ДЕТ-001118;Комбинезон утепленный зеленый;Комбинезоны;ДетиПоносят;Kids Factory;Basic;Мальчики;Весна;Зеленый;122;2793;7120.0;15;60;15;803
1119;ДЕТ-001119;Комбинезон утепленный розовый;Комбинезоны;ДетиНосят;Happy Textile;Casual;Унисекс;Лето;Розовый;86;2771;6190.0;20;124;15;278
1120;ДЕТ-001120;Футболка хлопковая синий;Футболки;ДетиПоносят;Kids Factory;Casual;Девочки;Осень;Синий;116;1983;6060.0;20;218;25;682
1121;ДЕТ-001121;Комбинезон хлопковый белый;Комбинезоны;ДетиНеВыносят;Kids Factory;Casual;Девочки;Зима;Белый;122;318;1070.0;12;55;29;787
1122;ДЕТ-001122;Футболка хлопковая синий;Футболки;ДетиПоносят;ООО Детский Мир;Basic;Девочки;Весна;Синий;92;3663;12100.0;12;233;12;386
1123;ДЕТ-001123;Штаны утепленные белый;Штаны;ДетиНосят;ООО Детский Мир;Casual;Девочки;Зима;Белый;134;2428;7480.0;10;54;38;695
1124;ДЕТ-001124;Джоггеры синий;Штаны;ДетиНосят;ООО Текстиль Плюс;New;Мальчики;Осень;Синий;128;1981;4750.0;15;168;14;535
1125;ДЕТ-001125;Комбинезон демисезонный серый;Комбинезоны;ДетиНеВыносят;Kids Factory;Premium;Мальчики;Лето;Серый;80;2832;8640.0;20;170;9;648
1126;ДЕТ-001126;Худи на молнии зеленый;Худи;ДетиПоносят;ООО Текстиль Плюс;Casual;Девочки;Лето;Зеленый;140;929;2690.0;18;93;21;1006
1127;ДЕТ-001127;Худи утепленное красный;Худи;ДетиНеВыносят;ООО Текстиль Плюс;Casual;Девочки;Лето;Красный;98;1808;5060.0;10;112;6;1037
1128;ДЕТ-001128;Пижама хлопковая черный;Пижамы;ДетиНосят;Fashion Group;New;Девочки;Лето;Черный;92;1825;4520.0;20;245;16;654
1129;ДЕТ-001129;Комбинезон хлопковый розовый;Комбинезоны;ДетиНеВыносят;ООО Детский Мир;Sport;Девочки;Весна;Розовый;140;644;1460.0;10;199;14;516
1130;ДЕТ-001130;Комбинезон утепленный синий;Комбинезоны;ДетиНеВыносят;Happy Textile;New;Мальчики;Осень;Синий;104;1026;2460.0;15;65;26;728
1131;ДЕТ-001131;Куртка мембранная синий;Куртки;ДетиНосят;ООО Детский Мир;Casual;Девочки;Весна;Синий;122;3881;12260.0;15;238;16;612
1132;ДЕТ-001132;Куртка демисезонная красный;Куртки;ДетиПоносят;Kids Factory;Sport;Унисекс;Весна;Красный;122;3102;9540.0;10;135;23;1090
1133;ДЕТ-001133;Куртка зимняя белый;Куртки;ДетиНеВыносят;ООО Детский Мир;Sport;Мальчики;Осень;Белый;110;3568;9620.0;10;211;14;498
1134;ДЕТ-001134;Пижама хлопковая белый;Пижамы;ДетиПоносят;ООО Детский Мир;New;Девочки;Зима;Белый;104;870;1950.0;18;161;16;826
1135;ДЕТ-001135;Комбинезон хлопковый красный;Комбинезоны;ДетиНосят;Fashion Group;Sport;Мальчики;Зима;Красный;98;3673;11770.0;15;242;33;208
1136;ДЕТ-001136;Худи утепленное розовый;Худи;ДетиНосят;Kids Factory;Premium;Девочки;Осень;Розовый;92;3386;9750.0;12;82;27;886
1137;ДЕТ-001137;Пижама хлопковая белый;Пижамы;ДетиПоносят;Happy Textile;Basic;Девочки;Весна;Белый;86;623;1910.0;20;235;33;443
1138;ДЕТ-001138;Футболка хлопковая синий;Футболки;ДетиПоносят;Happy Textile;Sport;Девочки;Весна;Синий;86;3425;8200.0;10;52;18;257
1139;ДЕТ-001139;Штаны утепленные черный;Штаны;ДетиПоносят;Kids Factory;Sport;Девочки;Лето;Черный;116;3503;11260.0;20;163;39;626
