"sku_id","brand","category","units_sold","revenue","cost","logistics","profit","margin_percent"
4014,"ДетиНосят","Куртки",16,76920.0,27888,3408,30240.0,39.31
2875,"ДетиНеВыносят","Штаны",145,1133160.0,460520,32335,526989.0,46.51
3664,"ДетиНеВыносят","Футболки",42,187710.0,93030,6720,59803.5,31.86
2591,"ДетиНосят","Худи",111,1128010.0,437340,7770,479858.2,42.54
118,"ДетиПоносят","Куртки",10,31760.0,14090,1310,12548.8,39.51
1566,"ДетиНосят","Худи",107,123130.0,47615,19260,37785.5,30.69
3127,"ДетиНеВыносят","Комбинезоны",80,671480.0,290480,11920,301932.0,44.97
4018,"ДетиНеВыносят","Штаны",126,233150.0,93996,19782,84399.5,36.20
419,"ДетиПоносят","Футболки",18,36120.0,17442,4482,6972.0,19.30
865,"ДетиНосят","Куртки",24,228990.0,93024,3792,104695.2,45.72
3239,"ДетиНеВыносят","Футболки",14,37920.0,12810,1778,16506.4,43.53
743,"ДетиНеВыносят","Худи",187,485200.0,219912,27863,164645.0,33.93
3716,"ДетиНеВыносят","Футболки",29,237380.0,82708,2755,109188.6,46.00
722,"ДетиПоносят","Куртки",7,19330.0,7945,1470,6435.6,33.29
4974,"ДетиПоносят","Худи",5,11480.0,5535,850,3028.6,26.38
1728,"ДетиНосят","Куртки",62,404200.0,169260,5828,148272.0,36.68
3533,"ДетиНосят","Штаны",149,804550.0,298000,36952,373052.0,46.37
2173,"ДетиНеВыносят","Футболки",132,367290.0,186648,7260,99924.0,27.21
1098,"ДетиНосят","Худи",93,484650.0,171957,16554,247674.0,51.10
3429,"ДетиНосят","Футболки",101,137560.0,69690,19291,34823.0,25.31
3810,"ДетиПоносят","Штаны",69,482130.0,223077,13731,148896.0,30.88
3334,"ДетиНосят","Пижамы",47,172420.0,63920,9212,78597.6,45.58
4269,"ДетиПоносят","Худи",19,119710.0,44251,1691,61797.0,51.62
3236,"ДетиНеВыносят","Штаны",80,640800.0,259760,17200,235680.0,36.78
2068,"ДетиНосят","Комбинезоны",211,1975890.0,672246,32283,974977.5,49.34
3945,"ДетиНеВыносят","Комбинезоны",98,145920.0,63308,10192,46154.4,31.63
3866,"ДетиНосят","Пижамы",30,45530.0,17790,7380,14896.4,32.72
1550,"ДетиНеВыносят","Худи",397,1253930.0,526025,69078,508355.4,40.54
3203,"ДетиНосят","Куртки",18,144310.0,64692,4428,53543.5,37.10
3006,"ДетиНосят","Футболки",72,503740.0,211032,4824,237510.0,47.15
4420,"ДетиНеВыносят","Комбинезоны",148,918410.0,396492,13172,416905.0,45.39
3225,"ДетиНеВыносят","Пижамы",182,388040.0,173082,12376,124974.0,32.21
1235,"ДетиПоносят","Худи",89,116340.0,53311,14062,31516.0,27.09
2824,"ДетиНеВыносят","Куртки",107,653390.0,306020,18618,198074.0,30.31
633,"ДетиНеВыносят","Куртки",108,464930.0,190512,19440,208485.0,44.84
1265,"ДетиНеВыносят","Худи",83,292360.0,102173,8715,137618.0,47.07
3381,"ДетиПоносят","Комбинезоны",198,1519940.0,531630,12276,824040.0,54.22
3039,"ДетиПоносят","Штаны",122,243250.0,122000,13176,64289.0,26.43
265,"ДетиНеВыносят","Комбинезоны",93,649400.0,255750,6417,289823.0,44.63
3370,"ДетиНеВыносят","Пижамы",324,571940.0,200232,40824,273690.0,47.85
541,"ДетиНеВыносят","Худи",8,16680.0,7824,1240,5948.0,35.66
2849,"ДетиПоносят","Худи",66,148620.0,54582,6006,65739.0,44.23
3718,"ДетиПоносят","Комбинезоны",115,1129980.0,414805,6440,539238.0,47.72
1499,"ДетиПоносят","Комбинезоны",12,33280.0,12312,936,16038.4,48.19
579,"ДетиНеВыносят","Комбинезоны",102,1036470.0,340272,6834,482070.0,46.51
2687,"ДетиНеВыносят","Комбинезоны",160,840630.0,316160,33760,339396.6,40.37
308,"ДетиПоносят","Куртки",50,90800.0,39150,10550,30204.0,33.26
2378,"ДетиПоносят","Куртки",128,397530.0,181248,18432,138220.5,34.77
2336,"ДетиНеВыносят","Футболки",24,114550.0,36600,3408,57359.5,50.07
61,"ДетиНосят","Футболки",12,79350.0,35832,1668,25980.0,32.74
554,"ДетиПоносят","Комбинезоны",73,73480.0,26280,15476,20702.0,28.17
773,"ДетиПоносят","Комбинезоны",38,178650.0,76532,3838,62550.0,35.01
4467,"ДетиНеВыносят","Худи",16,63680.0,34832,2064,15321.6,24.06
893,"ДетиПоносят","Штаны",116,704050.0,249284,27492,286464.0,40.69
4720,"ДетиНосят","Куртки",148,531350.0,229696,19832,218060.0,41.04
3782,"ДетиНеВыносят","Футболки",20,153720.0,75520,3440,59388.0,38.63
1079,"ДетиНосят","Куртки",1,4540.0,2578,143,1001.8,22.07
682,"ДетиНосят","Худи",3,23130.0,6888,402,11214.0,48.48
2948,"ДетиПоносят","Пижамы",72,192210.0,92592,8856,67696.8,35.22
3969,"ДетиНосят","Куртки",20,85020.0,44640,4060,23567.0,27.72
491,"ДетиНеВыносят","Пижамы",63,492240.0,250803,4032,178336.2,36.23
856,"ДетиНосят","Пижамы",222,1921470.0,729048,42846,765282.0,39.83
2017,"ДетиНосят","Комбинезоны",16,132150.0,43936,848,63579.0,48.11
749,"ДетиНосят","Комбинезоны",137,431000.0,196869,12878,143673.0,33.33
619,"ДетиНосят","Куртки",139,895880.0,444383,7367,336624.4,37.57
4314,"ДетиНосят","Куртки",9,9480.0,3996,558,3978.0,41.96
2101,"ДетиНосят","Пижамы",119,785100.0,336651,29036,325201.0,41.42
1859,"ДетиНосят","Штаны",79,595090.0,292853,10981,172238.0,28.94
1377,"ДетиНосят","Футболки",41,273870.0,140015,4510,74571.0,27.23
316,"ДетиНосят","Футболки",4,35410.0,11772,532,19565.0,55.25
1624,"ДетиПоносят","Штаны",37,276350.0,125948,6512,88620.0,32.07
1631,"ДетиПоносят","Пижамы",2,17440.0,6096,102,9149.2,52.46
3689,"ДетиНеВыносят","Худи",16,107980.0,56368,3584,28591.6,26.48
4292,"ДетиПоносят","Комбинезоны",16,149580.0,55520,1600,74510.4,49.81
2787,"ДетиПоносят","Куртки",4,31760.0,11292,664,15040.0,47.36
2684,"ДетиНосят","Куртки",162,424620.0,199908,11664,149355.0,35.17
1213,"ДетиНосят","Куртки",114,526890.0,210900,6840,230116.5,43.67
2643,"ДетиПоносят","Худи",42,299200.0,128646,6846,118828.0,39.72
3012,"ДетиПоносят","Комбинезоны",134,441360.0,225254,12060,124601.2,28.23
3421,"ДетиНосят","Футболки",7,36020.0,15260,1043,16115.0,44.74
1952,"ДетиНеВыносят","Пижамы",68,343440.0,125868,8228,175000.0,50.96
2891,"ДетиНеВыносят","Пижамы",48,350300.0,156096,11232,119918.0,34.23
3214,"ДетиНеВыносят","Комбинезоны",94,926890.0,365190,6862,369460.0,39.86
1110,"ДетиНеВыносят","Худи",70,80290.0,33390,7000,27856.5,34.69
2589,"ДетиНосят","Худи",215,636310.0,238865,33110,268888.5,42.26
2315,"ДетиПоносят","Комбинезоны",71,145520.0,73556,15478,41934.0,28.82
1143,"ДетиПоносят","Пижамы",154,950040.0,388542,33418,357072.8,37.59
1983,"ДетиПоносят","Пижамы",62,511670.0,240560,13516,196193.6,38.34
2103,"ДетиНеВыносят","Штаны",136,1186330.0,450568,18496,539316.5,45.46
2491,"ДетиНеВыносят","Комбинезоны",76,287430.0,130188,9424,104703.5,36.43
3633,"ДетиПоносят","Куртки",2,13620.0,6824,128,5306.0,38.96
4490,"ДетиПоносят","Худи",109,818580.0,297897,15696,357642.6,43.69
2128,"ДетиНеВыносят","Пижамы",45,140990.0,63630,5850,43312.0,30.72
2086,"ДетиПоносят","Куртки",17,172580.0,58650,1717,77697.0,45.02
382,"ДетиНосят","Комбинезоны",35,126150.0,55160,7980,47872.0,37.95
3081,"ДетиПоносят","Комбинезоны",30,217240.0,74610,4980,98546.8,45.36
3277,"ДетиНосят","Футболки",11,34540.0,17545,1793,11057.2,32.01
563,"ДетиНеВыносят","Комбинезоны",34,141790.0,51068,3706,61493.8,43.37
1111,"ДетиНосят","Комбинезоны",89,593370.0,256320,18512,247333.6,41.68
3391,"ДетиНосят","Куртки",131,883980.0,340993,10480,444109.0,50.24
2551,"ДетиНеВыносят","Пижамы",13,76680.0,39663,1235,26580.4,34.66
3555,"ДетиПоносят","Худи",14,101240.0,41832,1834,45425.2,44.87
2541,"ДетиПоносят","Футболки",326,1507410.0,534314,61614,610000.0,40.47
3325,"ДетиПоносят","Штаны",32,253800.0,124160,6368,77588.0,30.57
4772,"ДетиНеВыносят","Футболки",15,58020.0,25365,1590,24102.6,41.54
4167,"ДетиНосят","Худи",274,360060.0,138644,60554,124856.0,34.68
84,"ДетиНосят","Куртки",78,660250.0,254592,7410,299210.5,45.32
2785,"ДетиПоносят","Худи",32,194370.0,92000,4000,78933.0,40.61
724,"ДетиНеВыносят","Футболки",59,265380.0,106790,8142,102679.6,38.69
2961,"ДетиНосят","Футболки",29,122400.0,54462,4872,38586.0,31.52
3870,"ДетиПоносят","Футболки",67,443280.0,202005,6298,155186.6,35.01
4797,"ДетиПоносят","Футболки",69,515950.0,185403,5037,273915.0,53.09
4503,"ДетиНеВыносят","Футболки",22,46230.0,19426,2112,19144.4,41.41
2750,"ДетиНосят","Штаны",27,107610.0,35478,1539,59832.0,55.60
2874,"ДетиНеВыносят","Штаны",23,190240.0,77924,5221,78559.0,41.29
2937,"ДетиНеВыносят","Куртки",67,501470.0,166093,14673,230439.4,45.95
4373,"ДетиНеВыносят","Штаны",80,476620.0,185520,9680,195628.4,41.04
1171,"ДетиНеВыносят","Пижамы",24,177960.0,62856,4320,78751.2,44.25
467,"ДетиНосят","Штаны",213,1568970.0,631119,15336,608721.0,38.80
3538,"ДетиНосят","Худи",218,546310.0,250700,36406,204573.0,37.45
3254,"ДетиНосят","Куртки",28,210420.0,82768,5264,90825.0,43.16
1368,"ДетиНосят","Комбинезоны",174,1535280.0,635448,9570,613911.6,39.99
643,"ДетиНосят","Штаны",98,516380.0,195412,7350,251652.4,48.73
350,"ДетиНеВыносят","Комбинезоны",498,2549780.0,1208646,51792,830381.6,32.57
2860,"ДетиНеВыносят","Пижамы",25,101260.0,39400,2125,47583.8,46.99
1533,"ДетиНеВыносят","Комбинезоны",194,818180.0,365108,32204,273595.6,33.44
1651,"ДетиНеВыносят","Комбинезоны",89,630050.0,303490,18334,232620.0,36.92
703,"ДетиПоносят","Футболки",29,226560.0,86768,3625,95386.2,42.10
2601,"ДетиНосят","Пижамы",8,62080.0,19744,1728,31296.0,50.41
2650,"ДетиНосят","Пижамы",82,890300.0,309632,14678,459154.0,51.57
3821,"ДетиНеВыносят","Штаны",59,220370.0,93574,6254,94097.6,42.70
2216,"ДетиНосят","Пижамы",167,919430.0,317801,12358,405385.0,44.09
3932,"ДетиНосят","Худи",109,104060.0,44581,21582,22288.0,21.42
2151,"ДетиПоносят","Куртки",11,27100.0,9284,2123,10815.0,39.91
3382,"ДетиНеВыносят","Штаны",5,11200.0,4875,705,4276.0,38.18
1517,"ДетиНосят","Куртки",5,41920.0,13670,1025,19679.4,46.95
3133,"ДетиНеВыносят","Куртки",201,1372630.0,496068,28341,710958.0,51.80
3715,"ДетиПоносят","Штаны",3,21180.0,11199,288,5880.6,27.76
4195,"ДетиНеВыносят","Куртки",13,132050.0,47515,1729,62998.5,47.71
1573,"ДетиПоносят","Куртки",16,22180.0,9120,1072,9770.0,44.05
1184,"ДетиНеВыносят","Штаны",19,34700.0,13186,4370,11939.0,34.41
3361,"ДетиПоносят","Куртки",40,175600.0,82200,7680,64648.0,36.82
4792,"ДетиНеВыносят","Пижамы",21,133620.0,47334,3801,62442.0,46.73
3544,"ДетиПоносят","Штаны",161,1048040.0,395577,23184,419671.0,40.04
4016,"ДетиНеВыносят","Пижамы",108,191380.0,85104,17820,59749.0,31.22
3008,"ДетиПоносят","Футболки",62,546560.0,199454,3348,278170.8,50.89
2143,"ДетиНосят","Куртки",13,20840.0,8840,1209,6623.0,31.78
3098,"ДетиНеВыносят","Комбинезоны",64,488920.0,160960,10944,268124.0,54.84
456,"ДетиНеВыносят","Куртки",52,341580.0,142324,4004,154262.4,45.16
4631,"ДетиНеВыносят","Худи",107,628760.0,236898,10058,318928.0,50.72
1005,"ДетиПоносят","Худи",11,11410.0,6061,1881,2327.0,20.39
747,"ДетиНосят","Футболки",40,165330.0,73480,4160,54624.0,33.04
241,"ДетиНосят","Футболки",58,286200.0,140244,10150,92876.0,32.45
69,"ДетиПоносят","Футболки",165,739420.0,322905,24255,281347.0,38.05
3873,"ДетиНеВыносят","Футболки",231,1048560.0,438207,32802,472695.0,45.08
2382,"ДетиНеВыносят","Худи",16,34330.0,17632,3184,6648.0,19.36
3879,"ДетиПоносят","Штаны",33,147870.0,46596,2805,76288.5,51.59
4753,"ДетиНосят","Футболки",32,263170.0,85216,2080,136398.5,51.83
2674,"ДетиНеВыносят","Комбинезоны",137,959810.0,459498,30003,326337.5,34.00
3565,"ДетиПоносят","Штаны",44,152110.0,75240,3916,45574.2,29.96
1684,"ДетиНосят","Комбинезоны",106,419750.0,149460,15052,204868.0,48.81
268,"ДетиНосят","Худи",106,188450.0,66462,19610,74110.5,39.33
3057,"ДетиНосят","Куртки",33,342860.0,126489,5247,142552.0,41.58
475,"ДетиНосят","Комбинезоны",61,493270.0,180682,5002,208932.0,42.36
896,"ДетиПоносят","Комбинезоны",7,39640.0,18977,924,11811.0,29.80
4069,"ДетиНосят","Худи",201,1615410.0,649230,36783,606315.0,37.53
4191,"ДетиНеВыносят","Комбинезоны",85,70250.0,34595,20655,6570.0,9.35
3131,"ДетиНосят","Штаны",9,7980.0,2817,1773,1794.0,22.48
3915,"ДетиПоносят","Худи",94,946630.0,357858,7238,486871.0,51.43
994,"ДетиНеВыносят","Худи",20,47410.0,18680,3400,19640.8,41.43
584,"ДетиНеВыносят","Футболки",34,114620.0,51306,2448,43673.0,38.10
1435,"ДетиПоносят","Футболки",28,160570.0,69020,4928,62536.5,38.95
4108,"ДетиПоносят","Комбинезоны",133,1182660.0,524020,28728,393380.0,33.26
2411,"ДетиПоносят","Комбинезоны",25,82520.0,36525,6025,30067.6,36.44
2360,"ДетиНеВыносят","Куртки",39,329790.0,129363,9321,158127.0,47.95
2649,"ДетиНосят","Комбинезоны",126,88810.0,43470,30114,-2536.0,-2.86
2707,"ДетиНосят","Куртки",57,157240.0,54663,4104,82749.0,52.63
986,"ДетиПоносят","Штаны",70,276630.0,115360,15260,104515.5,37.78
4975,"ДетиПоносят","Штаны",33,346730.0,113586,3036,178098.5,51.37
3413,"ДетиНеВыносят","Футболки",32,66890.0,30336,7136,16040.0,23.98
4059,"ДетиНеВыносят","Штаны",14,74770.0,33348,2198,31747.0,42.46
1282,"ДетиНосят","Футболки",14,78680.0,42700,1022,20795.6,26.43
4166,"ДетиПоносят","Штаны",69,209720.0,84042,3864,90356.0,43.08
4748,"ДетиНеВыносят","Штаны",45,33360.0,14445,10485,4426.8,13.27
1730,"ДетиПоносят","Штаны",170,1315220.0,571030,21930,485520.4,36.92
1880,"ДетиПоносят","Куртки",41,365980.0,119925,2337,199800.4,54.59
811,"ДетиНосят","Худи",15,89320.0,49665,2790,23467.0,26.27
1172,"ДетиНосят","Пижамы",9,70370.0,28800,2205,28809.5,40.94
1140,"ДетиНеВыносят","Комбинезоны",32,204750.0,69024,4736,110515.0,53.98
4112,"ДетиПоносят","Штаны",76,239860.0,103740,13452,98682.0,41.14
2224,"ДетиПоносят","Куртки",34,43810.0,21522,5610,12297.0,28.07
1405,"ДетиНеВыносят","Куртки",90,129480.0,53370,14310,42378.0,32.73
4905,"ДетиПоносят","Пижамы",29,101050.0,54346,5713,20781.0,20.57
3038,"ДетиПоносят","Худи",4,30720.0,14056,976,11080.0,36.07
3419,"ДетиНеВыносят","Куртки",7,18240.0,7882,1561,6973.0,38.23
3160,"ДетиНосят","Футболки",8,77280.0,25952,1512,35905.6,46.46
4487,"ДетиПоносят","Худи",26,88900.0,36322,3484,31314.0,35.22
3461,"ДетиНеВыносят","Штаны",106,538750.0,260654,7208,163138.0,30.28
4390,"ДетиПоносят","Пижамы",112,830770.0,413392,7952,309733.6,37.28
761,"ДетиНосят","Худи",56,177700.0,74592,6776,78562.0,44.21
1874,"ДетиНосят","Худи",28,251950.0,108948,4116,101093.5,40.12
2346,"ДетиНосят","Худи",38,61940.0,27816,3572,23119.2,37.33
1175,"ДетиНеВыносят","Штаны",23,183440.0,67620,3266,94210.0,51.36
3400,"ДетиНеВыносят","Куртки",3,2760.0,1383,525,520.8,18.87
3766,"ДетиНосят","Комбинезоны",94,804960.0,288486,17296,338186.0,42.01
2522,"ДетиНеВыносят","Футболки",106,900040.0,363792,12826,343414.0,38.16
1028,"ДетиНеВыносят","Пижамы",42,220230.0,92778,6300,77106.0,35.01
369,"ДетиПоносят","Худи",9,28860.0,9621,594,12873.0,44.60
4175,"ДетиНосят","Штаны",6,50530.0,22626,930,19394.5,38.38
4103,"ДетиПоносят","Пижамы",72,577960.0,254880,5760,201728.0,34.90
2951,"ДетиПоносят","Куртки",62,386350.0,153636,9982,176370.0,45.65
2039,"ДетиНосят","Пижамы",2,3340.0,1512,188,1239.2,37.10
2168,"ДетиНосят","Футболки",66,509250.0,209682,12342,195561.0,38.40
4533,"ДетиПоносят","Куртки",375,2003080.0,827250,58875,756400.6,37.76
3682,"ДетиНеВыносят","Куртки",79,454970.0,163135,12482,233856.0,51.40
2675,"ДетиНеВыносят","Пижамы",40,302830.0,105800,5920,154770.4,51.11
4082,"ДетиНосят","Штаны",63,430290.0,186165,11025,181465.2,42.17
319,"ДетиНосят","Куртки",17,144040.0,65450,2125,47657.0,33.09
3904,"ДетиНеВыносят","Пижамы",12,11160.0,5628,2844,679.2,6.09
2996,"ДетиНосят","Худи",82,718230.0,274454,6970,364983.0,50.82
3608,"ДетиНеВыносят","Штаны",54,490050.0,160056,7398,234387.0,47.83
1895,"ДетиНеВыносят","Штаны",92,842530.0,290444,9200,374380.0,44.44
2298,"ДетиНосят","Комбинезоны",126,471420.0,197568,27468,161528.4,34.26
1800,"ДетиНеВыносят","Штаны",192,1329140.0,677760,23232,428777.0,32.26
3674,"ДетиПоносят","Пижамы",51,127230.0,57783,12036,34509.6,27.12
3251,"ДетиПоносят","Худи",57,108770.0,41382,5358,42451.4,39.03
1259,"ДетиНеВыносят","Штаны",64,144960.0,63360,12928,51276.8,35.37
3114,"ДетиНосят","Куртки",54,369320.0,157086,13122,143714.0,38.91
1965,"ДетиНеВыносят","Худи",132,1028920.0,492888,15972,417168.0,40.54
3048,"ДетиПоносят","Куртки",35,181500.0,61985,7070,85220.0,46.95
3155,"ДетиНосят","Комбинезоны",36,215470.0,82548,6768,93833.5,43.55
91,"ДетиНеВыносят","Куртки",195,159430.0,80730,18135,28679.0,17.99
3412,"ДетиНосят","Куртки",465,1716150.0,795150,106485,608577.0,35.46
4583,"ДетиНеВыносят","Штаны",71,458740.0,176719,11857,201353.0,43.89
1341,"ДетиНосят","Штаны",52,141220.0,47788,7280,69205.6,49.01
3540,"ДетиНосят","Штаны",81,376460.0,137781,19602,181431.0,48.19
4313,"ДетиНеВыносят","Куртки",63,427260.0,143703,14616,192034.2,44.95
3472,"ДетиНосят","Футболки",66,347540.0,191664,9834,93911.0,27.02
3628,"ДетиНосят","Футболки",83,806530.0,285686,14608,361060.6,44.77
1312,"ДетиНеВыносят","Комбинезоны",143,130790.0,46618,34034,37059.0,28.33
2249,"ДетиПоносят","Штаны",8,14720.0,7600,1280,3190.4,21.67
4274,"ДетиНеВыносят","Комбинезоны",41,128860.0,44936,5494,65544.0,50.86
709,"ДетиНеВыносят","Комбинезоны",50,473180.0,153100,7550,227357.6,48.05
692,"ДетиПоносят","Пижамы",7,40870.0,13314,392,21033.5,51.46
1450,"ДетиНосят","Худи",36,212840.0,80100,8100,103356.0,48.56
476,"ДетиНеВыносят","Комбинезоны",4,20000.0,10812,484,5104.0,25.52
2127,"ДетиНеВыносят","Штаны",4,9200.0,4224,536,3060.0,33.26
4406,"ДетиНеВыносят","Футболки",27,248780.0,101763,5049,97187.6,39.07
4730,"ДетиПоносят","Штаны",113,848950.0,403184,9831,283124.0,33.35
87,"ДетиПоносят","Пижамы",3,7800.0,4602,738,1524.0,19.54
1285,"ДетиПоносят","Пижамы",117,820670.0,395343,9594,317252.6,38.66
4561,"ДетиНосят","Худи",23,192120.0,68977,1449,87112.4,45.34
1650,"ДетиНосят","Пижамы",126,478230.0,227556,28602,135990.6,28.44
3132,"ДетиНеВыносят","Пижамы",48,59490.0,24864,10992,17685.0,29.73
1691,"ДетиНосят","Футболки",35,81740.0,41510,2380,21502.0,26.31
3215,"ДетиНосят","Футболки",20,46750.0,15600,2980,23495.0,50.26
399,"ДетиНеВыносят","Комбинезоны",15,36800.0,11970,2880,18270.0,49.65
3402,"ДетиНосят","Комбинезоны",13,75330.0,28392,2821,30557.6,40.56
3567,"ДетиНосят","Пижамы",11,20090.0,8602,1496,5974.0,29.74
1914,"ДетиНеВыносят","Пижамы",31,50360.0,17267,1705,25344.8,50.33
4021,"ДетиНеВыносят","Комбинезоны",87,185470.0,88566,21141,42378.4,22.85
2647,"ДетиПоносят","Куртки",138,1300260.0,519432,25392,625410.0,48.10
949,"ДетиНосят","Пижамы",43,114990.0,41108,3311,49872.8,43.37
2178,"ДетиПоносят","Худи",73,62900.0,27083,8322,14915.0,23.71
1506,"ДетиНеВыносят","Пижамы",21,135340.0,43596,5082,70421.2,52.03
2946,"ДетиПоносят","Пижамы",311,1008250.0,529633,68109,259270.5,25.71
3250,"ДетиНосят","Пижамы",27,103460.0,51489,5184,31268.0,30.22
1361,"ДетиПоносят","Худи",141,923950.0,390147,14805,334208.0,36.17
1365,"ДетиПоносят","Футболки",44,224820.0,96140,5764,82448.4,36.67
2299,"ДетиПоносят","Футболки",21,147420.0,63042,2625,67011.0,45.46
4950,"ДетиНеВыносят","Штаны",15,108940.0,53340,2730,39797.2,36.53
4425,"ДетиПоносят","Комбинезоны",4,7680.0,3140,816,2572.0,33.49
2257,"ДетиНосят","Футболки",22,222130.0,75064,3322,103760.6,46.71
1226,"ДетиНеВыносят","Куртки",101,207920.0,89385,17574,63535.4,30.56
2999,"ДетиНеВыносят","Штаны",64,615780.0,222400,4544,277995.6,45.15
1571,"ДетиНосят","Футболки",149,1566170.0,527907,27863,822459.6,52.51
3534,"ДетиНеВыносят","Пижамы",96,869900.0,324864,13728,444318.0,51.08
1594,"ДетиПоносят","Куртки",77,750590.0,289982,8624,361913.2,48.22
2843,"ДетиНеВыносят","Комбинезоны",105,788980.0,409710,5250,255673.0,32.41
2658,"ДетиНосят","Футболки",59,401220.0,177118,3422,180558.0,45.00
3758,"ДетиНосят","Комбинезоны",16,22020.0,8672,3344,7802.0,35.43
4396,"ДетиНеВыносят","Штаны",9,33300.0,18162,2097,9045.0,27.16
1754,"ДетиНеВыносят","Футболки",36,102170.0,38196,4284,39256.0,38.42
2308,"ДетиНеВыносят","Штаны",131,451040.0,180649,11528,168655.0,37.39
2456,"ДетиНосят","Футболки",12,37560.0,14556,1800,17448.0,46.45
2667,"ДетиПоносят","Пижамы",5,42240.0,16835,495,17306.8,40.97
3638,"ДетиНосят","Куртки",57,365940.0,186219,5130,137997.0,37.71
3578,"ДетиНеВыносят","Худи",43,417440.0,149468,7912,218316.0,52.30
3026,"ДетиНеВыносят","Куртки",48,85780.0,42720,6768,19136.0,22.31
3298,"ДетиНеВыносят","Худи",128,568250.0,283008,9856,190148.5,33.46
2724,"ДетиНосят","Комбинезоны",3,21780.0,8685,189,8550.0,39.26
3117,"ДетиПоносят","Комбинезоны",16,63200.0,20816,1392,29616.0,46.86
2883,"ДетиПоносят","Штаны",110,1077970.0,439560,18590,425785.4,39.50
1971,"ДетиПоносят","Комбинезоны",77,186550.0,69454,18172,61614.0,33.03
4991,"ДетиНосят","Футболки",34,85760.0,27574,1734,46160.8,53.83
2639,"ДетиНосят","Худи",58,110550.0,54752,12702,20986.0,18.98
4964,"ДетиНосят","Футболки",153,661300.0,321912,13617,206737.0,31.26
2126,"ДетиПоносят","Штаны",59,243730.0,101893,11092,106372.0,43.64
303,"ДетиПоносят","Футболки",186,555050.0,281976,15996,146068.0,26.32
868,"ДетиПоносят","Комбинезоны",19,69160.0,29070,4161,22097.0,31.95
3473,"ДетиНеВыносят","Штаны",53,63480.0,30740,3498,21624.4,34.06
2408,"ДетиНосят","Куртки",7,33770.0,15596,385,13736.6,40.68
1601,"ДетиНосят","Комбинезоны",86,297330.0,139836,6708,106186.5,35.71
653,"ДетиПоносят","Комбинезоны",39,259560.0,106431,6045,100363.2,38.67
2087,"ДетиНосят","Худи",7,25310.0,8435,791,11528.2,45.55
240,"ДетиНеВыносят","Куртки",54,157110.0,74034,3996,60226.8,38.33
899,"ДетиПоносят","Худи",198,751410.0,257202,10098,408969.0,54.43
17,"ДетиПоносят","Комбинезоны",20,161310.0,74240,3620,67319.0,41.73
320,"ДетиНосят","Пижамы",16,98490.0,43392,3088,34281.8,34.81
2528,"ДетиНосят","Футболки",177,613770.0,256119,9558,256027.5,41.71
3671,"ДетиНеВыносят","Футболки",18,62240.0,26334,2520,27162.0,43.64
416,"ДетиНосят","Штаны",152,212640.0,76608,11552,86204.8,40.54
131,"ДетиПоносят","Футболки",8,67120.0,25920,1056,30076.0,44.81
953,"ДетиНосят","Пижамы",46,436700.0,148074,6072,203948.0,46.70
3018,"ДетиНосят","Штаны",83,387890.0,190070,6308,144965.2,37.37
1588,"ДетиНосят","Худи",229,818690.0,365713,54502,234737.0,28.67
946,"ДетиНосят","Пижамы",126,1408670.0,483966,30492,682911.5,48.48
869,"ДетиНеВыносят","Футболки",44,123020.0,48136,3960,46320.0,37.65
2713,"ДетиНеВыносят","Штаны",17,171920.0,56916,2261,86955.0,50.58
3885,"ДетиНосят","Футболки",5,3870.0,1545,765,1095.6,28.31
4694,"ДетиНосят","Куртки",14,106120.0,44590,3038,39390.4,37.12
2333,"ДетиНосят","Футболки",33,74500.0,38346,4323,22891.0,30.73
3021,"ДетиНосят","Штаны",125,461120.0,225375,18125,171508.0,37.19
2711,"ДетиНосят","Худи",51,466910.0,186915,6120,227184.0,48.66
2572,"ДетиПоносят","Футболки",27,169220.0,81675,4104,63134.6,37.31
3099,"ДетиНосят","Футболки",9,31760.0,11043,2052,14853.8,46.77
3911,"ДетиНосят","Куртки",82,696340.0,322096,10250,224726.0,32.27
3865,"ДетиПоносят","Футболки",74,495020.0,234062,12432,199024.0,40.21
798,"ДетиНеВыносят","Футболки",16,158000.0,54384,1968,77948.0,49.33
1008,"ДетиНосят","Комбинезоны",20,33560.0,17400,4240,7892.8,23.52
3041,"ДетиНосят","Куртки",6,6180.0,3138,1440,489.6,7.92
2234,"ДетиНосят","Футболки",147,1046340.0,482895,20874,354229.8,33.85
1094,"ДетиПоносят","Футболки",84,67940.0,33264,14448,7998.8,11.77
343,"ДетиНосят","Комбинезоны",164,943540.0,331936,28372,394524.0,41.81
4849,"ДетиНосят","Футболки",59,658790.0,213757,13806,312644.8,47.46
1337,"ДетиНеВыносят","Куртки",71,212130.0,87188,8023,74493.0,35.12
3104,"ДетиНосят","Худи",71,409150.0,176364,6035,153104.0,37.42
3773,"ДетиНеВыносят","Худи",268,328280.0,126228,45292,107518.0,32.75
4934,"ДетиПоносят","Худи",20,118300.0,48080,1760,44800.0,37.87
2560,"ДетиНеВыносят","Куртки",18,127850.0,53424,2916,58725.0,45.93
2344,"ДетиПоносят","Куртки",71,352290.0,154780,8875,135791.5,38.55
1679,"ДетиПоносят","Куртки",5,29540.0,13175,820,12591.0,42.62
2851,"ДетиНеВыносят","Пижамы",3,24270.0,9075,750,10804.5,44.52
